Mountain,Filename,Total_Distance_km,Elevation_Gain_m,Min_Elevation_m,Max_Elevation_m,Average_Slope_%,Max_Slope_%,Estimated_Time_hrs,Start_Lat,Start_Lon,End_Lat,End_Lon,join_key,산이름,높이_m,소재지,봄추천,여름추천,가을추천,겨울추천,봄_포인트,여름_포인트,가을_포인트,겨울_포인트,단풍절정시기,기상청단풍확인,겨울난이도(★기준),입문자추천,케이블카·곤돌라,대중교통접근,메모,Score_Endurance,Score_Joint_Strain,Score_Total_Difficulty,PeakFit_Tags,Cluster_ID,Persona_Type,Persona_Tags
금정산,금정산_0000000034.gpx,10.41,620.38,68.36,674.17,14.73,778.42,0,35.196894,128.995201,35.18197,129.046641,금정산,금정산,801.0,부산 금정,O,O,O,X,봄꽃,금정산성,단풍,-,-,X,★★☆,O,O,O,부산 지하철 접근·케이블카,30.7,15.8,23.2,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
금정산,금정산_0000000035.gpx,12.11,1348.0,106.0,550.0,25.3,166.79,0,35.269307,129.085165,35.259134,129.084146,금정산,금정산,801.0,부산 금정,O,O,O,X,봄꽃,금정산성,단풍,-,-,X,★★☆,O,O,O,부산 지하철 접근·케이블카,47.7,11.2,29.4,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
금정산,금정산_0000000036.gpx,10.2,687.87,58.94,630.33,15.22,407.45,0,35.212211,129.013581,35.182554,129.046872,금정산,금정산,801.0,부산 금정,O,O,O,X,봄꽃,금정산성,단풍,-,-,X,★★☆,O,O,O,부산 지하철 접근·케이블카,31.6,11.1,21.4,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
금정산,금정산_0000000037.gpx,15.48,916.86,43.49,668.04,14.36,762.38,0,35.218347,129.082444,35.175035,129.030441,금정산,금정산,801.0,부산 금정,O,O,O,X,봄꽃,금정산성,단풍,-,-,X,★★☆,O,O,O,부산 지하철 접근·케이블카,45.3,15.4,30.4,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
깃대봉,깃대봉_0000000001.gpx,5.18,337.18,40.01,368.02,15.02,168.84,0,34.68257,125.193113,34.705967,125.203113,깃대봉,,,,,,,,,,,,,,,,,,,16.0,7.9,12.0,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
남산,남산_0000000001.gpx,9.63,784.85,94.65,539.49,19.6,296.26,0,35.798892,129.206709,35.776824,129.204941,남산,남산(경주),468.0,경북 경주,O,O,O,X,봄꽃,문화유산 산행,단풍·역사,-,-,X,★☆☆,O,X,O,불상·석탑 역사 산행,32.4,11.0,21.7,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
남산,남산_0000000002.gpx,6.98,533.17,82.15,500.51,18.81,415.83,0,35.790178,129.205217,35.806786,129.209614,남산,남산(경주),468.0,경북 경주,O,O,O,X,봄꽃,문화유산 산행,단풍·역사,-,-,X,★☆☆,O,X,O,불상·석탑 역사 산행,22.9,12.4,17.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
남산,남산_0000000003.gpx,7.2,420.51,81.51,499.26,15.88,675.38,0,35.802201,129.208334,35.776913,129.205004,남산,남산(경주),468.0,경북 경주,O,O,O,X,봄꽃,문화유산 산행,단풍·역사,-,-,X,★☆☆,O,X,O,불상·석탑 역사 산행,21.1,14.8,18.0,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
남산,남산_0000000004.gpx,6.47,413.9,79.07,492.89,16.65,607.14,0,35.806088,129.212631,35.790684,129.205326,남산,남산(경주),468.0,경북 경주,O,O,O,X,봄꽃,문화유산 산행,단풍·역사,-,-,X,★☆☆,O,X,O,불상·석탑 역사 산행,19.7,14.1,16.9,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
남산,남산_0000000005.gpx,8.93,400.39,85.65,486.04,12.05,464.76,0,35.825,129.22431,35.797356,129.243107,남산,남산(경주),468.0,경북 경주,O,O,O,X,봄꽃,문화유산 산행,단풍·역사,-,-,X,★☆☆,O,X,O,불상·석탑 역사 산행,23.8,10.8,17.3,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
내연산,내연산_0000000001.gpx,11.68,779.05,111.71,721.2,15.98,97.39,0,36.244739,129.32025,36.250545,129.318827,내연산,내연산,711.0,경북 포항,O,O,O,X,봄꽃,12폭포 연속,단풍,-,-,X,★★☆,X,X,X,폭포 산행 특화,36.0,7.3,21.6,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
내연산,내연산_0000000002.gpx,7.23,743.06,631.31,959.15,17.8,143.06,0,36.217465,129.258896,36.263301,129.258523,내연산,내연산,711.0,경북 포항,O,O,O,X,봄꽃,12폭포 연속,단풍,-,-,X,★★☆,X,X,X,폭포 산행 특화,27.4,8.5,18.0,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
내연산,내연산_0000000003.gpx,11.2,719.3,598.54,814.31,15.0,106.97,0,36.215403,129.259761,36.218669,129.258843,내연산,내연산,711.0,경북 포항,O,O,O,X,봄꽃,12폭포 연속,단풍,-,-,X,★★☆,X,X,X,폭포 산행 특화,34.0,7.1,20.6,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
내연산,내연산_0000000004.gpx,8.28,783.75,119.28,636.16,19.21,180.3,0,36.25075,129.318572,36.258851,129.305338,내연산,내연산,711.0,경북 포항,O,O,O,X,봄꽃,12폭포 연속,단풍,-,-,X,★★☆,X,X,X,폭포 산행 특화,30.1,9.4,19.8,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
내연산,내연산_0000000005.gpx,6.43,772.2,310.29,924.78,19.48,136.72,0,36.268981,129.23589,36.278654,129.28986,내연산,내연산,711.0,경북 포항,O,O,O,X,봄꽃,12폭포 연속,단풍,-,-,X,★★☆,X,X,X,폭포 산행 특화,26.6,8.9,17.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
내장산,내장산_0000000001.gpx,9.21,885.35,165.98,780.89,23.23,390.68,0,35.494187,126.925911,35.486776,126.891695,내장산,내장산,763.0,전북 정읍·순창·전남 장성,O,O,O,X,봄꽃·벚꽃,계곡,단풍(11월 5일·전국1위),케이블카 조망,11월 5일,X,★☆☆,O,O,X,단풍 1번지·케이블카,33.6,13.4,23.5,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
내장산,내장산_0000000002.gpx,13.63,1246.01,162.26,787.68,22.12,192.57,0,35.492986,126.928108,35.485804,126.915257,내장산,내장산,763.0,전북 정읍·순창·전남 장성,O,O,O,X,봄꽃·벚꽃,계곡,단풍(11월 5일·전국1위),케이블카 조망,11월 5일,X,★☆☆,O,O,X,단풍 1번지·케이블카,48.4,10.5,29.4,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
내장산,내장산_0000000003.gpx,16.62,1304.03,145.46,772.45,19.11,213.42,0,35.424472,126.878816,35.493324,126.928068,내장산,내장산,763.0,전북 정읍·순창·전남 장성,O,O,O,X,봄꽃·벚꽃,계곡,단풍(11월 5일·전국1위),케이블카 조망,11월 5일,X,★☆☆,O,O,X,단풍 1번지·케이블카,54.8,9.8,32.3,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
내장산,내장산_0000000004.gpx,7.56,784.32,218.57,637.47,21.3,186.43,0,35.487765,126.908356,35.488463,126.906362,내장산,내장산,763.0,전북 정읍·순창·전남 장성,O,O,O,X,봄꽃·벚꽃,계곡,단풍(11월 5일·전국1위),케이블카 조망,11월 5일,X,★☆☆,O,O,X,단풍 1번지·케이블카,28.8,10.2,19.5,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
대둔산,대둔산_0000000001.gpx,5.89,692.05,259.98,857.51,25.92,252.29,0,36.14511,127.305661,36.130401,127.308389,대둔산,대둔산,879.0,충남 논산·전북 완주,O,O,O,X,봄꽃,케이블카 조망,단풍,-,-,X,★★☆,O,O,X,케이블카 운행,24.0,12.4,18.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
대암산,대암산_0000000001.gpx,28.74,0.0,0.0,0.0,0.0,0.0,0,38.169401,128.105395,38.146229,128.185284,대암산,대암산,1304.0,강원 인제·양구,X,O,O,X,-,희귀 습지,단풍,-,-,X,★★★,X,X,X,사전 예약 필수·동계통제,40.6,1.0,20.8,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
대야산,대야산_0000000001.gpx,9.42,1495.27,298.42,946.05,40.9,467.58,0,36.675635,127.959658,36.667854,127.959887,대야산,대야산,931.0,경북 문경·충북 괴산,O,O,O,O,봄꽃,용추계곡,단풍,설경,-,X,★★☆,X,X,X,용추폭포 유명,45.8,20.0,32.9,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
대야산,대야산_0000000002.gpx,14.46,2174.72,286.04,1000.85,44.94,3101.76,0,36.672515,127.961755,36.671581,127.961081,대야산,대야산,931.0,경북 문경·충북 괴산,O,O,O,O,봄꽃,용추계곡,단풍,설경,-,X,★★☆,X,X,X,용추폭포 유명,67.7,55.4,61.6,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
대야산,대야산_0000000003.gpx,9.56,1592.28,305.37,910.74,43.68,488.46,0,36.674947,127.95946,36.668503,127.960237,대야산,대야산,931.0,경북 문경·충북 괴산,O,O,O,O,봄꽃,용추계곡,단풍,설경,-,X,★★☆,X,X,X,용추폭포 유명,47.9,21.1,34.5,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
덕숭산,덕숭산_0000000001.gpx,5.79,603.0,89.0,520.0,25.84,778.15,0,36.65624,126.621143,36.656268,126.621293,덕숭산,덕숭산,495.0,충남 예산,O,O,O,X,봄꽃,수덕사 연계,단풍,-,-,X,★☆☆,O,X,X,수덕사 문화 연계,22.2,19.2,20.7,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
덕숭산,덕숭산_0000000002.gpx,5.01,588.0,109.0,512.0,27.67,156.73,0,36.656025,126.62129,36.663241,126.62078,덕숭산,덕숭산,495.0,충남 예산,O,O,O,X,봄꽃,수덕사 연계,단풍,-,-,X,★☆☆,O,X,X,수덕사 문화 연계,20.5,11.8,16.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
덕숭산,덕숭산_0000000003.gpx,10.09,1094.0,60.0,432.0,21.86,312.32,0,36.631546,126.64995,36.674883,126.628332,덕숭산,덕숭산,495.0,충남 예산,O,O,O,X,봄꽃,수덕사 연계,단풍,-,-,X,★☆☆,O,X,X,수덕사 문화 연계,39.2,11.9,25.6,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
덕숭산,덕숭산_0000000004.gpx,0.51,111.0,430.0,520.0,35.9,227.79,0,36.674834,126.62786,36.671737,126.624461,덕숭산,덕숭산,495.0,충남 예산,O,O,O,X,봄꽃,수덕사 연계,단풍,-,-,X,★☆☆,O,X,X,수덕사 문화 연계,3.4,15.3,9.4,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
덕유산,덕유산_0000000001.gpx,8.42,704.28,623.19,927.34,18.81,208.89,0,35.901437,127.776048,35.875208,127.776037,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,28.8,9.7,19.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
덕유산,덕유산_0000000002.gpx,10.33,2064.27,925.2,1638.74,58.69,1437.22,0,35.865561,127.743524,35.85993,127.746383,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,58.3,38.2,48.2,#무난한오운완,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
덕유산,덕유산_0000000003.gpx,11.04,3316.5,560.57,1526.27,90.38,1477.44,0,35.839468,127.690999,35.843906,127.745041,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,79.2,48.7,64.0,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
덕유산,덕유산_0000000004.gpx,8.68,2265.5,556.11,1614.45,57.96,1234.85,0,35.832428,127.799643,35.851545,127.747358,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,59.3,35.3,47.3,#무난한오운완,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
덕유산,덕유산_0000000005.gpx,11.28,3281.98,895.21,1367.78,90.54,961.36,0,35.867453,127.827854,35.839712,127.772824,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,79.6,42.1,60.8,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
덕유산,덕유산_0000000006.gpx,7.01,1159.97,1254.12,1516.17,44.74,683.44,0,35.827201,127.739228,35.79109,127.704909,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,35.0,24.0,29.5,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
덕유산,덕유산_0000000007.gpx,8.73,2350.74,555.93,1535.38,66.22,1158.71,0,35.801524,127.652985,35.767518,127.679508,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,61.0,37.0,49.0,#무난한오운완,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
덕유산,덕유산_0000000008.gpx,8.28,1784.92,627.59,1052.68,76.32,1911.4,0,35.718277,127.66026,35.738956,127.679033,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,49.3,49.9,49.6,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
덕유산,덕유산_0000000009.gpx,15.7,4542.69,647.05,1525.92,124.85,3663.06,0,35.740484,127.679916,35.744019,127.679225,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,87.4,87.9,87.6,#체력방전주의 #무릎보호대필수,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
덕유산,덕유산_0000000010.gpx,12.39,2652.08,613.68,1438.36,77.84,2965.68,0,35.770019,127.71975,35.770177,127.718969,덕유산,덕유산,1614.0,전북 무주·장수·경남 거창,O,O,O,O,철쭉,구천동계곡,단풍,눈꽃(겨울1위)·곤돌라,설경절정,X,★☆☆,X,O,X,겨울1위·곤돌라운행,73.3,64.0,68.6,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
덕항산,덕항산_0000000001.gpx,5.28,372.82,733.06,1099.49,14.86,418.63,0,37.304266,128.991923,37.304536,129.005677,덕항산,덕항산,1071.0,강원 삼척,X,O,O,O,-,환선굴 연계,단풍,설경,-,X,★★☆,X,X,X,환선굴 관광 연계,16.9,11.1,14.0,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
덕항산,덕항산_0000000002.gpx,6.69,784.49,361.27,1110.75,33.62,655.7,0,37.323393,129.013996,37.323378,129.013628,덕항산,덕항산,1071.0,강원 삼척,X,O,O,O,-,환선굴 연계,단풍,설경,-,X,★★☆,X,X,X,환선굴 관광 연계,27.3,20.1,23.7,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도락산,도락산_0000000001.gpx,7.13,1031.47,293.24,984.95,36.89,287.71,0,36.87441,128.292544,36.872222,128.295041,도락산,,,,,,,,,,,,,,,,,,,32.8,16.4,24.6,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000003.gpx,3.98,96.24,130.6,759.25,29.36,1710.13,0,37.695489,127.009364,37.686373,127.035664,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,9.2,32.4,20.8,#산책같은코스,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000006.gpx,4.38,594.82,155.76,662.65,21.7,130.72,0,37.713225,126.982022,37.690558,127.007977,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,19.5,9.6,14.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000007.gpx,12.93,1058.89,145.89,726.72,18.75,136.53,0,37.715705,126.979517,37.718124,126.982102,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,43.6,8.7,26.2,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
도봉산,도봉산_0000000008.gpx,6.77,1229.59,84.84,733.26,46.3,731.34,0,37.686128,127.036307,37.687905,127.028102,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,36.0,25.1,30.6,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000011.gpx,9.25,857.27,96.98,607.48,23.42,374.4,0,37.69332,126.96605,37.663009,127.01257,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,33.2,13.3,23.2,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000012.gpx,10.93,811.01,150.99,548.84,16.61,144.97,0,37.716226,126.979843,37.721097,126.988149,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,35.2,8.1,21.7,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000016.gpx,7.55,1027.1,57.88,543.8,38.65,832.61,0,37.729909,126.996411,37.72438,127.046926,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,33.5,24.0,28.8,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000025.gpx,8.29,368.19,94.29,348.33,10.4,99.27,0,37.700046,126.97065,37.66347,127.01227,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,22.0,5.5,13.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000026.gpx,10.66,1536.37,53.22,560.82,39.3,1176.96,0,37.688901,127.045427,37.678018,127.044923,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,48.7,28.7,38.7,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
도봉산,도봉산_0000000036.gpx,9.28,1378.94,68.98,569.99,40.09,704.27,0,37.742915,127.028001,37.739425,127.034731,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,43.3,22.8,33.0,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000037.gpx,11.66,1414.63,45.06,417.96,32.38,434.27,0,37.743097,127.02787,37.711556,127.046829,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,48.2,16.9,32.6,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
도봉산,도봉산_0000000038.gpx,9.7,1931.84,55.75,667.18,88.89,5034.22,0,37.722249,127.04367,37.709115,127.04747,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,54.6,88.5,71.6,#무릎보호대필수,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
도봉산,도봉산_0000000039.gpx,11.21,2145.83,65.11,734.57,77.87,6639.33,0,37.709042,127.047593,37.705683,127.037233,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,61.5,85.0,73.2,#무릎보호대필수,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
도봉산,도봉산_0000000040.gpx,7.29,957.94,48.2,432.48,35.16,521.63,0,37.709123,127.047494,37.695281,127.044852,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,31.6,18.8,25.2,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000041.gpx,9.54,1875.28,50.91,526.82,63.84,1055.91,0,37.688835,127.045589,37.696638,127.02943,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,53.3,34.9,44.1,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
도봉산,도봉산_0000000042.gpx,7.64,989.58,55.38,659.34,33.1,779.68,0,37.689022,127.045786,37.687914,127.028132,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,32.9,21.6,27.2,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000043.gpx,12.17,1511.54,35.41,653.99,35.91,1095.68,0,37.688993,127.045778,37.667078,127.042393,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,50.9,26.5,38.7,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
도봉산,도봉산_0000000044.gpx,6.96,1061.83,56.85,222.01,44.88,2519.38,0,37.686097,127.036384,37.663106,127.012809,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,33.1,47.8,40.4,#무난한오운완,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
도봉산,도봉산_0000000050.gpx,6.39,1460.72,88.08,738.55,64.38,1034.23,0,37.687803,127.035126,37.695882,127.02152,도봉산,도봉산,740.0,서울 도봉·경기 양주,O,O,O,X,진달래·벚꽃,암릉 조망,단풍,-,-,X,★★☆,O,X,O,1호선 도봉산역,39.7,34.7,37.2,#무난한오운완,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
두륜산,두륜산_0000000001.gpx,11.76,885.0,78.0,721.0,20.88,189.49,0,34.474365,126.630688,34.496526,126.625255,두륜산,두륜산,703.0,전남 해남,O,O,O,X,봄꽃·동백,케이블카,단풍(11월 중순),남해 조망,11월 중순,O,★★☆,X,O,X,늦은 단풍·케이블카,38.1,10.1,24.1,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
두륜산,두륜산_0000000002.gpx,9.49,974.0,82.0,650.0,17.2,200.5,0,34.496448,126.625236,34.467931,126.63501,두륜산,두륜산,703.0,전남 해남,O,O,O,X,봄꽃·동백,케이블카,단풍(11월 중순),남해 조망,11월 중순,O,★★☆,X,O,X,늦은 단풍·케이블카,35.9,9.0,22.4,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
두륜산,두륜산_0000000003.gpx,5.41,755.0,124.0,653.0,21.9,312.73,0,34.48377,126.614605,34.481608,126.633698,두륜산,두륜산,703.0,전남 해남,O,O,O,X,봄꽃·동백,케이블카,단풍(11월 중순),남해 조망,11월 중순,O,★★☆,X,O,X,늦은 단풍·케이블카,24.4,11.9,18.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
두륜산,두륜산_0000000004.gpx,6.45,989.0,175.0,725.0,33.84,415.73,0,34.48447,126.649107,34.477863,126.634765,두륜산,두륜산,703.0,전남 해남,O,O,O,X,봄꽃·동백,케이블카,단풍(11월 중순),남해 조망,11월 중순,O,★★☆,X,O,X,늦은 단풍·케이블카,30.7,17.1,23.9,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
두타산,두타산_0000000001.gpx,6.42,864.2,832.39,1370.12,21.47,261.88,0,37.38491,129.012867,37.42607,129.004675,두타산,두타산,1353.0,강원 동해·삼척,O,O,O,O,봄꽃,무릉계곡·폭포,단풍,설경,-,X,★★★,X,X,X,무릉계곡 국내 최고급,28.3,11.2,19.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
