Mountain,Filename,Total_Distance_km,Elevation_Gain_m,Min_Elevation_m,Max_Elevation_m,Average_Slope_%,Max_Slope_%,Estimated_Time_hrs,Start_Lat,Start_Lon,End_Lat,End_Lon,join_key,산이름,높이_m,소재지,봄추천,여름추천,가을추천,겨울추천,봄_포인트,여름_포인트,가을_포인트,겨울_포인트,단풍절정시기,기상청단풍확인,겨울난이도(★기준),입문자추천,케이블카·곤돌라,대중교통접근,메모,Score_Endurance,Score_Joint_Strain,Score_Total_Difficulty,PeakFit_Tags,Cluster_ID,Persona_Type,Persona_Tags
북한산,북한산_0000000032.gpx,9.9,1357.25,79.3,614.87,46.29,1402.03,0,37.642626,127.002638,37.63676,127.009739,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,44.0,33.8,38.9,#무난한오운완,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000033.gpx,10.57,1242.53,112.5,480.01,36.01,1761.12,0,37.627368,127.009968,37.611132,126.978781,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,42.9,35.2,39.0,#무난한오운완,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000034.gpx,9.86,2181.41,131.96,733.65,73.2,2136.92,0,37.610987,126.956658,37.621025,126.96431,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,59.7,51.8,55.8,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
북한산,북한산_0000000035.gpx,8.05,1383.71,77.63,574.08,56.49,2609.53,0,37.596626,126.954801,37.608725,126.956694,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,41.2,52.6,46.9,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
북한산,북한산_0000000045.gpx,11.03,2208.92,76.86,551.49,59.74,1326.71,0,37.610985,126.941406,37.608629,126.956183,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,62.3,37.1,49.7,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
북한산,북한산_0000000046.gpx,9.04,1084.7,62.13,528.78,29.72,421.85,0,37.650712,126.945719,37.675316,126.959143,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,37.2,15.9,26.6,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000047.gpx,2.38,31.64,124.85,193.51,5.27,245.88,0,37.690295,126.968225,37.67919,126.959105,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,5.2,5.9,5.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000048.gpx,6.43,139.84,70.89,184.76,3.13,58.86,0,37.651502,127.012643,37.619455,127.002482,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,14.4,2.8,8.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000049.gpx,22.36,1342.33,61.81,731.42,20.42,647.28,0,37.600771,126.935382,37.611703,126.930885,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,65.7,15.9,40.8,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
북한산,북한산_0000000051.gpx,15.53,1927.87,32.27,353.34,30.22,391.93,0,37.600166,126.936134,37.600142,126.936449,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,64.9,15.6,40.2,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
북한산,북한산_0000000052.gpx,5.83,138.14,77.7,173.01,5.71,494.85,0,37.64441,126.941024,37.612998,126.939658,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,13.3,9.2,11.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000053.gpx,11.09,2289.91,63.94,358.46,65.07,648.64,0,37.575904,126.968316,37.588585,127.005682,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,64.0,30.0,47.0,#관절보호,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
북한산,북한산_0000000054.gpx,9.08,326.86,130.78,481.91,8.49,93.31,0,37.693192,126.965628,37.665331,126.919997,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,22.7,4.9,13.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
북한산,북한산_0000000055.gpx,7.2,198.93,128.37,326.89,6.08,238.82,0,37.592836,126.964682,37.596426,127.007169,북한산,북한산,836.0,서울 강북·경기 고양,O,O,O,O,진달래·벚꽃,숲길·계곡,단풍,설경,-,O,★★☆,O,X,O,3·4·6호선 다수,16.9,6.0,11.4,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
비슬산,비슬산_0000000001.gpx,9.72,848.54,361.53,1107.65,28.34,1986.57,0,35.7137,128.500851,35.71252,128.504928,비슬산,비슬산,1084.0,대구 달성·경북 청도,O,O,O,X,진달래(국내최대군락),계곡,단풍,-,-,X,★★☆,O,O,X,전기차→정상 운행,33.8,35.6,34.7,#무난한오운완,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
비슬산,비슬산_0000000002.gpx,11.99,937.99,222.83,1116.27,24.54,5398.79,0,35.751908,128.511288,35.713654,128.500774,비슬산,비슬산,1084.0,대구 달성·경북 청도,O,O,O,X,진달래(국내최대군락),계곡,단풍,-,-,X,★★☆,O,O,X,전기차→정상 운행,39.5,68.2,53.8,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
비슬산,비슬산_0000000003.gpx,6.06,586.05,439.59,1024.93,20.36,729.63,0,35.693693,128.50516,35.690517,128.509804,비슬산,비슬산,1084.0,대구 달성·경북 청도,O,O,O,X,진달래(국내최대군락),계곡,단풍,-,-,X,★★☆,O,O,X,전기차→정상 운행,22.3,16.9,19.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
비슬산,비슬산_0000000004.gpx,9.75,631.33,418.05,1092.6,15.46,204.6,0,35.729275,128.560372,35.725737,128.560333,비슬산,비슬산,1084.0,대구 달성·경북 청도,O,O,O,X,진달래(국내최대군락),계곡,단풍,-,-,X,★★☆,O,O,X,전기차→정상 운행,29.7,8.5,19.1,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
비슬산,비슬산_0000000005.gpx,10.81,793.37,308.1,1038.84,22.81,813.82,0,35.700033,128.499151,35.699335,128.500149,비슬산,비슬산,1084.0,대구 달성·경북 청도,O,O,O,X,진달래(국내최대군락),계곡,단풍,-,-,X,★★☆,O,O,X,전기차→정상 운행,34.7,18.7,26.7,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000001.gpx,11.0,1279.04,77.59,675.77,31.42,1632.45,0,37.828141,127.671146,37.853553,127.662057,삼악산,,,,,,,,,,,,,,,,,,,44.4,32.1,38.2,#무난한오운완,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000002.gpx,8.06,765.43,103.53,667.97,27.46,2422.44,0,37.81883,127.633737,37.824977,127.660403,삼악산,,,,,,,,,,,,,,,,,,,29.3,41.0,35.2,#산책같은코스,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
삼악산,삼악산_0000000003.gpx,4.96,566.23,101.54,667.77,39.32,4621.73,0,37.841323,127.674095,37.824944,127.660456,삼악산,,,,,,,,,,,,,,,,,,,20.0,72.8,46.4,#산책같은코스,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
삼악산,삼악산_0000000004.gpx,26.43,1983.01,107.88,905.59,18.24,170.43,0,37.951696,127.57816,37.831525,127.518414,삼악산,,,,,,,,,,,,,,,,,,,78.8,9.0,43.9,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000005.gpx,11.82,780.02,160.03,866.99,14.88,144.63,0,37.90269,127.568555,37.913951,127.576336,삼악산,,,,,,,,,,,,,,,,,,,36.2,7.6,21.9,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000006.gpx,12.39,995.95,150.27,909.89,17.39,246.17,0,37.896408,127.566984,37.902281,127.595828,삼악산,,,,,,,,,,,,,,,,,,,41.4,9.7,25.5,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000007.gpx,12.59,902.48,112.5,905.77,14.54,163.91,0,37.895931,127.68049,37.898989,127.642741,삼악산,,,,,,,,,,,,,,,,,,,40.0,7.7,23.8,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000008.gpx,11.29,928.62,150.93,903.34,20.53,307.21,0,37.901995,127.662159,37.901676,127.661425,삼악산,,,,,,,,,,,,,,,,,,,38.2,11.4,24.8,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000009.gpx,12.86,878.89,182.86,911.86,15.67,315.12,0,37.934478,127.65799,37.930041,127.64321,삼악산,,,,,,,,,,,,,,,,,,,40.0,10.0,25.0,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000010.gpx,17.94,1189.94,110.78,918.2,16.36,321.9,0,37.896245,127.680477,37.909139,127.665591,삼악산,,,,,,,,,,,,,,,,,,,54.9,10.3,32.6,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000011.gpx,34.51,1588.82,94.56,911.81,9.42,83.15,0,37.852253,127.66962,37.84822,127.636927,삼악산,,,,,,,,,,,,,,,,,,,71.2,5.1,38.2,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000012.gpx,17.31,1120.67,178.72,901.86,17.16,86.46,0,37.931402,127.568757,37.931429,127.568948,삼악산,,,,,,,,,,,,,,,,,,,52.5,7.6,30.0,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000013.gpx,14.4,966.63,177.05,896.01,14.73,87.74,0,37.935079,127.660744,37.935259,127.661198,삼악산,,,,,,,,,,,,,,,,,,,44.4,6.8,25.6,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000014.gpx,18.87,1151.66,220.86,902.57,12.83,92.99,0,37.930577,127.643974,37.919761,127.630959,삼악산,,,,,,,,,,,,,,,,,,,55.8,6.2,31.0,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
삼악산,삼악산_0000000015.gpx,11.03,979.0,67.3,529.2,24.64,836.42,0,37.806252,127.634528,37.806292,127.634282,삼악산,,,,,,,,,,,,,,,,,,,38.6,19.6,29.1,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
삼악산,삼악산_0000000016.gpx,7.55,934.59,82.76,381.03,30.21,245.32,0,37.83746,127.677233,37.831787,127.67962,삼악산,,,,,,,,,,,,,,,,,,,31.7,13.7,22.7,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
삼악산,삼악산_0000000017.gpx,9.17,904.9,62.3,527.7,21.72,925.1,0,37.806325,127.634643,37.796618,127.61657,삼악산,,,,,,,,,,,,,,,,,,,33.9,19.8,26.8,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
서대산,서대산_0000000001.gpx,7.96,2601.85,264.31,926.6,144.02,3364.66,0,36.235368,127.532229,36.228753,127.532665,서대산,,,,,,,,,,,,,,,,,,,64.5,84.1,74.3,#무릎보호대필수,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
서대산,서대산_0000000002.gpx,2.66,416.93,233.87,611.49,56.13,404.6,0,36.225423,127.535475,36.231227,127.535265,서대산,,,,,,,,,,,,,,,,,,,13.1,24.0,18.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
서대산,서대산_0000000003.gpx,10.27,2984.48,204.88,902.96,125.18,2492.26,0,36.219891,127.567393,36.239335,127.528406,서대산,,,,,,,,,,,,,,,,,,,76.0,72.8,74.4,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
서대산,서대산_0000000004.gpx,11.22,3096.85,210.98,925.54,103.32,2267.68,0,36.208776,127.568109,36.220257,127.516395,서대산,,,,,,,,,,,,,,,,,,,79.5,63.0,71.2,#무난한오운완,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
서대산,서대산_0000000005.gpx,12.76,4228.97,169.44,571.84,147.38,2260.77,0,36.250398,127.550372,36.23939,127.528429,서대산,,,,,,,,,,,,,,,,,,,82.2,69.8,76.0,#체력방전주의,2,유형 B (단기 성취감/땀샘폭발),#짧고굵게 #땀샘폭발 #애플워치링채우기
선운산,선운산_0000000001.gpx,5.89,312.35,48.78,360.61,13.5,563.91,0,35.502422,126.586871,35.497331,126.580199,선운산,선운산,336.0,전북 고창,O,O,O,X,동백꽃(3~4월),숲길·계곡,단풍,-,-,X,★☆☆,O,X,X,동백꽃 봄 명소,16.7,12.6,14.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
선운산,선운산_0000000002.gpx,18.44,764.67,57.61,463.75,10.92,296.0,0,35.506743,126.584053,35.498483,126.582771,선운산,선운산,336.0,전북 고창,O,O,O,X,동백꽃(3~4월),숲길·계곡,단풍,-,-,X,★☆☆,O,X,X,동백꽃 봄 명소,47.6,8.3,28.0,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
선운산,선운산_0000000003.gpx,10.05,474.55,45.82,354.74,10.24,267.72,0,35.50234,126.586747,35.497384,126.580046,선운산,선운산,336.0,전북 고창,O,O,O,X,동백꽃(3~4월),숲길·계곡,단풍,-,-,X,★☆☆,O,X,X,동백꽃 봄 명소,27.2,7.7,17.4,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
선운산,선운산_0000000004.gpx,19.14,987.77,49.04,456.22,12.7,144.51,0,35.506671,126.584107,35.502433,126.586847,선운산,선운산,336.0,전북 고창,O,O,O,X,동백꽃(3~4월),숲길·계곡,단풍,-,-,X,★☆☆,O,X,X,동백꽃 봄 명소,53.1,6.9,30.0,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
선운산,선운산_0000000005.gpx,9.84,442.37,63.53,346.3,11.0,344.92,0,35.491387,126.575291,35.491488,126.575351,선운산,선운산,336.0,전북 고창,O,O,O,X,동백꽃(3~4월),숲길·계곡,단풍,-,-,X,★☆☆,O,X,X,동백꽃 봄 명소,26.2,8.9,17.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
설악산,설악산_0000000001.gpx,4.76,412.96,379.26,623.04,19.63,137.06,0,38.0782,128.445391,38.0782,128.445391,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,16.7,9.0,12.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
설악산,설악산_0000000002.gpx,5.4,1387.1,423.2,1732.36,30.58,126.12,0,38.082133,128.447931,38.119135,128.46544,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,36.6,12.3,24.5,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
설악산,설악산_0000000003.gpx,5.82,261.89,487.45,616.26,7.06,46.46,0,38.165125,128.375686,38.146669,128.414484,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,15.6,3.8,9.7,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
설악산,설악산_0000000004.gpx,8.78,1162.36,230.62,816.27,19.57,181.01,0,38.173594,128.489777,38.193894,128.475045,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,38.2,9.5,23.8,#관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
설악산,설악산_0000000005.gpx,16.73,1762.66,218.37,1309.79,25.26,467.64,0,38.172639,128.4941,38.162896,128.466637,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,63.8,15.1,39.4,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
설악산,설악산_0000000006.gpx,2.15,148.66,205.85,323.74,11.2,92.51,0,38.17278,128.491678,38.162223,128.501663,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,7.0,5.8,6.4,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
설악산,설악산_0000000007.gpx,0.99,277.16,508.64,776.25,36.1,233.04,0,38.119468,128.341658,38.124233,128.343638,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,7.4,15.4,11.4,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
설악산,설악산_0000000008.gpx,10.46,753.57,348.16,1400.89,20.33,118.64,0,38.124403,128.34388,38.183007,128.301377,설악산,설악산,1708.0,강원 속초·양양·인제,X,O,O,O,-,비선대·천불동계곡,단풍(9/29~10/20),눈꽃·상고대,10월 20일,O,★★★,X,O,O,케이블카→권금성,33.3,9.0,21.2,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
성인봉,성인봉_0000000001.gpx,1.91,505.9,127.31,537.35,38.05,161.59,0,37.485892,130.898777,37.490579,130.888586,성인봉,,,,,,,,,,,,,,,,,,,13.4,15.1,14.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
성인봉,성인봉_0000000002.gpx,11.43,703.48,146.2,1003.42,19.32,821.21,0,37.486403,130.892522,37.537356,130.870825,성인봉,,,,,,,,,,,,,,,,,,,34.1,17.7,25.9,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
성인봉,성인봉_0000000003.gpx,3.1,397.08,320.13,544.56,34.53,465.7,0,37.519332,130.859525,37.51631,130.853975,성인봉,,,,,,,,,,,,,,,,,,,13.4,17.9,15.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
성인봉,성인봉_0000000004.gpx,2.14,330.24,447.33,637.76,26.12,100.18,0,37.509988,130.859675,37.523119,130.850556,성인봉,,,,,,,,,,,,,,,,,,,10.5,10.6,10.6,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소백산,소백산_0000000001.gpx,7.17,1051.21,377.69,1428.67,15.84,136.46,0,36.965325,128.420699,36.957448,128.484698,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,33.2,7.7,20.5,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
소백산,소백산_0000000002.gpx,5.62,1013.06,437.4,1450.44,19.7,359.74,0,36.98837,128.459657,36.957472,128.484827,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,29.7,11.9,20.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소백산,소백산_0000000003.gpx,9.77,760.98,716.69,1410.77,14.69,244.08,0,36.899138,128.435386,36.920574,128.46135,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,32.2,8.8,20.5,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
소백산,소백산_0000000004.gpx,2.67,0.0,538.43,970.79,16.49,111.21,0,36.920574,128.461316,36.904112,128.45928,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,5.0,7.6,6.3,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소백산,소백산_0000000005.gpx,14.57,1062.75,441.73,1431.79,16.4,296.83,0,36.987317,128.46057,36.987423,128.460818,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,46.5,10.0,28.2,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
소백산,소백산_0000000006.gpx,18.08,843.45,416.17,1457.94,12.71,243.34,0,36.898982,128.435389,36.965306,128.420536,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,48.5,8.2,28.4,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
소백산,소백산_0000000007.gpx,5.54,1011.61,435.48,1435.83,21.04,112.99,0,36.923052,128.503372,36.957261,128.48496,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,29.6,9.1,19.4,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소백산,소백산_0000000008.gpx,7.92,1106.34,314.94,1421.28,17.27,459.12,0,36.932886,128.554526,36.97273,128.506582,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,35.6,12.4,24.0,#관절보호,0,유형 C (풍경맛집/장거리),#케이블카찬스 #풍경맛집 #인생샷
소백산,소백산_0000000009.gpx,7.09,718.0,729.29,1345.42,16.15,229.74,0,36.898075,128.437218,36.856655,128.447663,소백산,소백산,1439.0,충북·경북 영주·단양,O,O,O,O,철쭉(5월 중순/3대명산),계곡,단풍,설경·상고대,-,O,★★☆,X,X,X,철쭉 3대 명산,26.6,9.1,17.8,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소요산,소요산_0000000001.gpx,8.15,1065.11,58.8,605.67,32.64,1723.12,0,37.947926,127.061302,37.945496,127.083239,소요산,소요산,587.0,경기 동두천,O,O,O,X,벚꽃·진달래,계곡,단풍,-,-,X,★☆☆,O,X,O,1호선 소요산역 종착,35.2,33.6,34.4,#무난한오운완,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소요산,소요산_0000000002.gpx,3.64,427.55,90.97,518.34,13.92,358.25,0,37.947913,127.061514,37.948619,127.095598,소요산,소요산,587.0,경기 동두천,O,O,O,X,벚꽃·진달래,계곡,단풍,-,-,X,★☆☆,O,X,O,1호선 소요산역 종착,15.0,10.0,12.5,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소요산,소요산_0000000003.gpx,7.83,823.1,87.24,611.79,25.44,716.89,0,37.9388,127.055813,37.945539,127.086421,소요산,소요산,587.0,경기 동두천,O,O,O,X,벚꽃·진달래,계곡,단풍,-,-,X,★☆☆,O,X,O,1호선 소요산역 종착,30.0,18.3,24.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소요산,소요산_0000000004.gpx,8.73,521.45,78.15,565.38,13.8,244.74,0,37.957463,127.062572,37.952296,127.062577,소요산,소요산,587.0,경기 동두천,O,O,O,X,벚꽃·진달래,계곡,단풍,-,-,X,★☆☆,O,X,O,1호선 소요산역 종착,25.8,8.5,17.2,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
소요산,소요산_0000000005.gpx,5.49,467.2,96.98,543.27,24.16,689.4,0,37.931701,127.061117,37.945407,127.066641,소요산,소요산,587.0,경기 동두천,O,O,O,X,벚꽃·진달래,계곡,단풍,-,-,X,★☆☆,O,X,O,1호선 소요산역 종착,19.0,17.6,18.3,#산책같은코스 #관절보호,1,유형 A (산책/인스타용),#가벼운발걸음 #오운완 #초보환영
